ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-72,United Nations Population Fund (UNFPA),KARUNA  HIV/SRH programme,ongoing project," Infection prevention, Logistics, other","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), procure_blood_testing Procurement of infared thermometers, Procurement of sanitizers, ",,"MOH, DLGs, AIC",Karamoja,"Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga"
ID-73,United Nations Population Fund (UNFPA),Ending child marriage programme,ongoing project," Infection prevention, Logistics, other","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procurement of infared thermometers, Procurement of sanitizers, Procurement of soap, Chlorination, ",,"MOH, DLGs, IRC, BRAC, ACCORD",West Nile,"Maracha, Pakwach, Zombo, Adjumani, Nebbi, Moyo"
ID-74,United Nations Population Fund (UNFPA),Joint UN Emergency Appeal,new project,"Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Strengthen the District routine reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of soap, Chlorination, Procure boots, Recruitmement of surge staff,",,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda",Kampala,Kampala
ID-75,United Nations Population Fund (UNFPA),UBRAF Project,ongoing project,"Logistics, Human resource","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procurement of infared thermometers, fuel Procurement of other medical equipment, Procurement of soap, Chlorination, Recruitmement of surge staff,",,,West Nile,"Zombo, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-76,Tackling Deadly Diseases in Africa Programme (TDDAP),Tackling Deadly Diseases in Africa Programme,ongoing project,"Coordination, other", ,,Government of Uganda,"Acholi, Bukedi, Elgon, Kampala, Karamoja, Kigezi, South Buganda, Toro, West Nile","Amuru, Busia, Tororo, Bukwo, Kampala, Moroto, Napak, Abim, Kisoro, Kabale, Wakiso, Rakai, Kasese, Ntoroko, Bundibugyo, Yumbe, Koboko"
ID-77,Mercy Corps,EKISIL,ongoing project,"Coordination, Infection prevention, Mental health, Risk communications, other","Technical support to local governments on COVID-19,  Supervise and monitor psychosocial services in the affected communities by the central team, supplies, ",,,Karamoja,"Moroto, Amudat"
ID-78,Mercy Corps,Apolou,ongoing project,"Infection prevention, WASH, Risk communications, other","Procure or construct IPC materials for health facilities, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community,supplies personnel",,"Save the Children, Whave Solutions",Karamoja,"Moroto, Kaabong, Kotido, Amudat, Karenga"
ID-79,Mercy Corps,BRIDGE,ongoing project,"Risk communications, other",cash,Distribution of cash grants to vouchers to procure seeds via agro-agents,CTEN,West Nile,Yumbe
ID-81,UNICEF,UNICEF Support to the Uganda COVID-19 Response,new project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Monitor and supervise implementation of the plan by the national level, Orientation for surge staff Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions,Contact identification, contact tracing, and contact follow up and contacts of contacts, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Implement Budget tracking and activity reporting system for the COVID-19 response, Widen scope of implementation of eMeeting, telemedicine_protocals Implementation of the E-eLMIS, Sofware developmentTelemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine reporting data telemedicine_orientation Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Offloadingand transportation of commodities fuel procure_icu_equipment Medical equipment maintenance costs for ICUs, Procurement of other medical equipment, procure_phones procure_internet_routers procure_teleconference_supplies install_teleconference procure_toner Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Provision of foot operated handwashing facilities, Procurement of soap, Procurement of water tanks Chlorination, Improvement of WASH facilities in Isolation/Quaranteen centres, Construction / rehabilitation of 10 sanitation facilities in health centres and hospitals Mobile toilet for isolation centers, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Recruitmement of surge staff, Facilitation for COVID Response Teams Recruitmement of surge staff",Alternative education programming during school closure.,"MoH, DLGs, NWSC, Jhpiego, AVSI, BAYLOR, Malaria Consortium, IntraHealth, World Vision, Contractors for construction work, HIJRA, Save the Children, Media Houses, Publishing Houses","Acholi, Ankole, Bunyoro, Kampala, Karamoja, Lango, Toro, West Nile, North Buganda, South Buganda","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ntungamo, Isingiro, Kikuube, Kiryandongo, Hoima, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Kyegegwa, Kasese, Kamwenge, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko Moyo Madiokollo Obongi, Lamwo Omoro Amuru Kitgum Gulu Agago Pader Nwoya, Mubende Kayunga Mukono Kassanda, Masaka Kalangala Wakiso Mpigi, Nakasongola Mubende Kayunga Mukono Kassanda, Ibanda Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Rwampara, Kazo, Butebo Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Bukomansimbi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyenjojo, Ntoroko, Bundibugyo, Kitagwenda "
ID-82,Care and Assistance For Forced Migrants (CAFOMI),"Emergency Response project for the Corona-virus disease (COVID-19) pandemic in South West, Mid west and  Kampala Regions in Uganda; Partnership between MI & CAFOMI",new project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Printing and distribution of tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Facilitation of point of entry supervisors, Case Investigation, Contact identification, contact tracing, and contact follow up and contacts of contacts, Accomodation and food assistance for quarantineed individuals in hotels, Welfare and food assistance for quarantineed individuals in other institutions, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Widen scope of implementation of eMeeting, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Procurement of soap, Procurement of water tanks Chlorination, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Hire full time staff for border health at the national and the respective Points of Entry, ",,,"Bunyoro, Kampala, Kigezi, Toro","Kikuube, Kampala, Kisoro, Ntoroko, Bundibugyo, Kanungu"
ID-83,Action Against Hunger,WFP Nutrition program (MAM TSFP and MCHN),ongoing project,"Coordination, Risk communications, Logistics, other","Technical support to local governments on COVID-19, Procurement of sanitizers, Procurement of soap",,,"Bunyoro, West Nile","Kikuube, Kiryandongo, Yumbe, Adjumani, Koboko"
ID-84,Action Against Hunger,ECHO consortium with DRC,ongoing project,"WASH, Risk communications, Logistics, other","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, supplies personnel, Procurement of sanitizers, Procurement of soap ",,,Bunyoro,Kikuube
ID-85,Action Against Hunger,SIDA- ENABLER project,ongoing project,"Coordination, other","Technical support to local governments on COVID-19, ",,,"Bunyoro, West Nile","Kiryandongo, Adjumani"
ID-86,Action Against Hunger,EU Trust Fund - RISE (NGO),ongoing project,"Coordination, Risk communications, Logistics, other","Technical support to local governments on COVID-19,  supplies personnel, Procurement of sanitizers, Procurement of soap, Chlorination",,,West Nile,Adjumani
ID-87,OXFAM NOVIB,"Dissemination of cobid related messages at community level, controlling crowd at water sources, operation and maintenance of water systems to provide constant water supply,",ongoing project,"WASH, Risk communications, other","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community,supplies personnel, ",,"Oxfam, Hijra",Bunyoro,Kikuube
ID-97,Restless Development Uganda,Get Up Speak Up -COVID-19 Project Activitities.,new project,"Risk communications, Human resource","personnel, Support Call Centre operators (volunteers) working in 3 shifts",Partnering with Youlead on In partnership with Youlead implement a  survey of young people in East Africa on impact of Covid-19 on their lives.,None,Busoga,"Jinja, Mayuge"
ID-98,Restless Development Uganda,COVID-19 Activities,ongoing project,"Risk communications, other",personnel,,None,"Busoga, North Buganda","Jinja, Mayuge, Kayunga"
ID-99,Takataka Plastics,Face Shields for Ugandan Medical Staff,new project,"Infection prevention, Logistics, other","Procure or construct IPC materials for health facilities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), ",,,Acholi,"Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya"
