"ProjectID","Partner","Project","Project_Status","Pillars_supported_by_project","Activities_conducted2","Implementing_partner","Regions","Districts"
"ID-48","Danish Refugee Council (DRC)","NURI","Ongoing Project","Coordination, Risk communications, Logistics, Human resources","Technical support to local governments on COVID_19 Response, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders,  Cash for work for communities (small group of 5) and fuel support to district task force","","Acholi, West Nile, Acholi, West Nile, West Nile","Lamwo, Kitgum, Agago, Pakwach, Zombo, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Lamwo, Kitgum, Agago, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo"
"ID-49","Danish Refugee Council (DRC)","DANIDA protection programming (refugee support)","Ongoing Project","WASH, Risk communications, Human resources","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Ensure remuneration and compensation of responders,","","West Nile","Arua"
"ID-50","Danish Refugee Council (DRC)","EUTF Support Programme to the Refugee Settlements and Host Communities in Northern Uganda (SPRS-NU)","Ongoing Project","Risk communications, Logistics, Human resources","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders,  Direct materials support to district task force (fuel, transport","CEFORD and Save the children","West Nile","Yumbe, Adjumani"
"ID-51","Danish Refugee Council (DRC)","ECHO cash programming (refugee support)","Ongoing Project","Risk communications, Logistics, Human resources","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders,  Unconditional cash support to cover basic non food needs to most vulnerable new arrivals refugees","","Ankole, Toro","Isingiro, Kyegegwa"
"ID-52","Samaritan's Purse","COVID-19 activities only","Ongoing Project","Logistics","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), None,","","Kampala","Kampala"
"ID-53","Samaritan's Purse","COVID-19 Response","New Project","Infection prevention, WASH, Risk communications, Logistics","Procure or construct IPC materials for health facilities, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Provision of foot operated handwashing facilities, Procurement of soap, Improvement of WASH facilities in Isolation/Quaranteen centres, Construction / rehabilitation of 10 sanitation facilities in health centres and hospitals, Mobile toilet for isolation centers, None,","","Kampala","Kampala"
"ID-54","Womena Uganda","Menstrual health intervention in relation to Gender-based violence (GBV)","New Project","Coordination, Case management, WASH, Risk communications, Logistics, Human resources","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff, Technical support to local governments on COVID_19 Response, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of sanitizers, Procurement of soap, Ensure remuneration and compensation of responders,","","Acholi, Bunyoro, Kampala, West Nile","Gulu, Hoima, Kampala, Adjumani"
"ID-55","Jesuit Regufee Service (JRS)","Kampala Project","Ongoing Project","Coordination, Case management, Mental health, Risk communications, Logistics","Procurement of soap, None,","","Kampala","Kampala"
"ID-56","Jesuit Regufee Service (JRS)","Adjumani Project","Ongoing Project","Coordination, Mental health","Technical support to local governments on COVID_19 Response, None,","","West Nile","Adjumani"
"ID-57","U-LEARN","COVID-19 Activities Only","Ongoing Project","Surveillance, Laboratory, ICT innovations, Risk communications","Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Implement Budget tracking and activity reporting system for the COVID-19 response, Sofware development, None,","","Kampala","Kampala"
"ID-58","Conservation Through Public Health (CTPH)","Training of park staff, porters, community volunteers and Village  Health  and Conservation Teams in containing COVID-19","New Project","Coordination, Infection prevention, Surveillance, Laboratory, WASH, Risk communications, Logistics","Technical support to local governments on COVID_19 Response, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Contact identification, contact tracing, and contact follow up and contacts of contacts, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of soap, None,  No other activities apart from training and provision of posters to prevent COVID spread among people and between people and gorillas","Uganda Wildlife Authority,  Bwindi Community Hospital, Uganda Wildlife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, Internatinal Gorilla Conservation Programme, Uganda Wildlife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, International Gorilla Conservation Programme, Uganda Wildlife Authority, Solidaridad, International Gorilla Conservation Programme, Max Planck Institute, Uganda Wildlife Authority","Kigezi","Rubanda, Kanungu, Kisoro"
"ID-59","Conservation Through Public Health (CTPH)","Preventing COVID-19 among people and between people and gorillas at Bwindi Impenetrable National Park, SW Uganda","New Project","Coordination, Infection prevention, Surveillance, Laboratory, WASH, Risk communications, Logistics","Technical support to local governments on COVID_19 Response, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Contact identification, contact tracing, and contact follow up and contacts of contacts, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), None,  Advocacy about the risk of SARS-COV2 leading to the COVID-19 disease spread between people and  animals","CTPH working with Uganda Wildlife Authority, Bwindi Community Hospital, CTPH working with Uganda Wildife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, International Gorilla Conservation Programme, Uganda Wildife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, International Gorilla Conservation Programme, CTPH working with Solidaridad, Uganda Wildlife Authority, CTPH working with Uganda Wildife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, International Gorilla Conservation Programme","Kigezi","Rubanda, Kanungu, Kisoro"
"ID-60","ChildFund International","Community resilience against COVID-19 through WASH and social protection","New Project","Coordination, WASH, ICT innovations, Risk communications, Logistics","Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Widen scope of implementation of eMeeting, Procurement of water tanks, None,","Mbale Area Federation of Communities(MAFOC); Busia Area Communities Federation(BUACOFE)","Bukedi, Elgon, Bukedi, Elgon","Busia, Bududa, Manafwa, Mbale, Busia, Busia, Budaka, Butaleja, Kibuku, Sironko, Mbale, Bulambuli"
